background,justClass,processedRace,processedWeapons
Hermit,Monk,Dragonborn,Quarterstaff|Dart|Unarmed Strike
Folk Hero,Barbarian,Goliath,Greataxe|Javelin|Greatclub
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Outlander,Druid,Goblin,Spear|Sickle
Hermit,Druid,Gnome,Quarterstaff|Dagger
Soldier,Paladin,Turtle,Warhammer|Javelin
Knight,Paladin,Human,"Greatsword|Javelin|Crossbow, Heavy"
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Noble,Wizard,Human,Quarterstaff
Outlander,Ranger,Elf,Shortsword|Longbow
Knight,Paladin,Half-Elf,Longsword|Longbow|Handaxe
Acolyte,Cleric,Dwarf,Sickle|Warhammer
Sage,Wizard,Gnome,Dagger
Urchin,Fighter,Gnome,"Longbow|Shortsword|Shortsword|Crossbow, Light"
Outlander,Fighter,Dwarf,Longsword|Handaxe
Guild Artisan,Cleric,Human,"Mace|Crossbow, Light"
Entertainer,Bard,Halfling,Rapier|Dagger
Urchin,Warlock,Tiefling,"Crossbow, Light|Dagger"
Sailor,Barbarian,Goliath,Battleaxe|Handaxe|Javelin
Folk Hero,Monk,Aasimar,Shortsword|Dart|Unarmed Strike
Sage,Sorcerer,Dragonborn,"Crossbow, Light|Dagger"
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Hermit,Druid,Half-Elf,"Crossbow, Light|Scimitar"
Outlander,Ranger,Gnome,Shortsword|Longbow
Outlander,Paladin,Dragonborn,Morningstar|Light hammer
Urchin,Fighter,Elf,Longbow|Longsword|Handaxe
Urchin,Monk,Human,Mace|Dart|Unarmed Strike
Folk Hero,Sorcerer,Dwarf,Dagger
Guild Artisan,Cleric,Aasimar,Mace|Spear
Noble,Wizard,Elf,"Dagger|Crossbow, Light"
Hermit,Monk,Half-Orc,Javelin|Dart|Unarmed Strike
Outlander,Ranger,Tiefling,Shortsword|Longbow
Outlander,Paladin,Dragonborn,Greatsword|Javelin
Entertainer,Bard,Half-Elf,Rapier|Dagger
Entertainer,Bard,Human,Rapier|Dagger
Hermit,Monk,Half-Elf,Quarterstaff|Dart|Unarmed Strike
Gladiator,Rogue,Tabaxi,Rapier|Shortsword|Dagger
Entertainer,Sorcerer,Elf,Dagger|Dagger
Soldier,Monk,Human,Spear|Dart|Unarmed Strike
Criminal,Rogue,Half-Elf,Rapier|Shortsword|Dagger
Hermit,Druid,Elf,Scimitar
Charlatan,Warlock,Tiefling,"Crossbow, Light|Club|Dagger"
Noble,Wizard,Elf,"Dagger|Crossbow, Light"
Urchin,Wizard,Gnome,Dagger
Urchin,Rogue,Goblin,Rapier|Shortbow|Dagger
Criminal,Monk,Human,Unarmed Strike
Sage,Cleric,Gnome,"Mace|Crossbow, Light"
Soldier,Fighter,Dragonborn,"Morningstar|Crossbow, Light"
Criminal,Monk,Tabaxi,Shortsword|Dart|Unarmed Strike
Soldier,Monk,Warforged,Unarmed Strike
Sage,Monk,Turtle,Shortsword|Dart|Unarmed Strike
Acolyte,Cleric,Aasimar,"Mace|Crossbow, Light"
Guild Artisan,Rogue,Custom,Rapier|Shortbow|Dagger
Criminal,Wizard,Tiefling,Dagger
Charlatan,Rogue,Gnome,Rapier|Shortbow|Dagger
Sage,Wizard,Gnome,Quarterstaff
Charlatan,Rogue,Gnome,Rapier|Shortbow|Dagger
Noble,Ranger,Half-Elf,Quarterstaff|Dagger|Longbow
Folk Hero,Fighter,Human,Longbow|Longsword|Handaxe
Charlatan,Rogue,Gnome,Rapier|Shortbow|Dagger
Soldier,Paladin,Dwarf,Battleaxe
Sage,Druid,Elf,Dagger
Sage,Warlock,Human,"Crossbow, Light|Dagger"
Soldier,Fighter,Human,"Greatsword|Crossbow, Light"
Entertainer,Bard,Dwarf,Rapier|Dagger
Charlatan,Rogue,Elf,Rapier|Shortsword|Dagger
Folk Hero,Rogue,Goblin,Rapier|Shortbow|Dagger
Acolyte,Cleric,Dwarf,Mace|Greatclub
Soldier,Cleric,Human,Mace|Spear
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Acolyte,Sorcerer,Aasimar,"Crossbow, Light|Dagger"
Knight,Ranger,Tabaxi,Shortsword|Longbow
Folk Hero,Warlock,Elf,"Crossbow, Light|Dagger"
Criminal,Wizard,Tiefling,Quarterstaff
Soldier,Fighter,Gnome,Handaxe|Warhammer
Urchin,Rogue,Goblin,Rapier|Shortbow|Dagger
Charlatan,Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Entertainer,Fighter,Genasi,Whip|Whip|Longbow|Rapier
Acolyte,Cleric,Half-Elf,"Mace|Crossbow, Light"
Hermit,Monk,Halfling,Shortsword|Dart|Unarmed Strike
Entertainer,Bard,Aasimar,Mace|Dagger
Urchin,Bard,Goblin,Rapier|Dagger
Entertainer,Barbarian,Goliath,Glaive|Handaxe|Javelin
Acolyte,Cleric,Firbolg,Mace|Handaxe
Guild Artisan,Wizard,Elf,Quarterstaff
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Folk Hero,Paladin,Dragonborn,"Crossbow, Heavy|Greatsword|Javelin"
Soldier,Paladin,Half-Elf,Longsword|Javelin
Urchin,Sorcerer,Half-Elf,Sling|Dagger
Knight,Paladin,Dragonborn,Longsword|Javelin
Sage,Druid,Gnome,Scimitar
Acolyte,Monk,Elf,Unarmed Strike|Dart|Unarmed Strike
Acolyte,Cleric,Goliath,Mace|Club
Outlander,Fighter,Half-Orc,Battleaxe|Greatsword|Quarterstaff
Criminal,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Soldier,Paladin,Human,Longsword|Longsword|Javelin
Knight,Fighter,Tabaxi,Lance|Handaxe
Soldier,Paladin,Aasimar,Javelin
Criminal,Rogue,Custom,Rapier|Shortbow|Dagger
Charlatan,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Acolyte,Warlock,Human,"Crossbow, Light|Dagger"
Hermit,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Soldier,Barbarian,Human,Greatsword|Unarmed Strike|Javelin
Guild Artisan,Druid,Human,Scimitar
Outlander,Sorcerer,Half-Orc,"Crossbow, Light|Dagger"
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Entertainer,Rogue,Human,Shortsword|Shortbow|Dagger
Urchin,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Soldier,Barbarian,Turtle,Trident|Mace|Handaxe
Soldier,Paladin,Dragonborn,Longsword|Javelin
Sage,Cleric,Elf,"Mace|Crossbow, Light"
Knight,Barbarian,Dragonborn,Longsword|Handaxe|Javelin
Acolyte,Paladin,Human,Longsword|Javelin
Noble,Wizard,Tiefling,Dagger
Noble,Warlock,Dragonborn,Dagger|Dagger|Quarterstaff
Noble,Paladin,Half-Orc,Longsword|Javelin
Outlander,Ranger,Halfling,Shortsword|Longbow
Acolyte,Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Hermit,Druid,Half-Orc,Scimitar
Soldier,Paladin,Dragonborn,Battleaxe|Javelin
Acolyte,Monk,Elf,Quarterstaff|Dart|Unarmed Strike
Guild Artisan,Bard,Custom,Rapier|Dagger
Hermit,Monk,Halfling,Dart|Unarmed Strike
Soldier,Paladin,Tiefling,Battleaxe|Javelin
Entertainer,Warlock,Elf,"Crossbow, Light|Dagger|Spear"
Entertainer,Bard,Human,Rapier|Dagger
Acolyte,Sorcerer,Elf,Quarterstaff|Dagger
Acolyte,Monk,Tabaxi,Spear|Dart|Unarmed Strike
Outlander,Fighter,Human,Greataxe|Battleaxe|Handaxe
Noble,Cleric,Elf,"Mace|Crossbow, Light"
Folk Hero,Wizard,Tiefling,Quarterstaff
Folk Hero,Ranger,Tabaxi,Shortsword|Longbow
Hermit,Monk,Dragonborn,Shortsword|Dart|Unarmed Strike
Entertainer,Bard,Halfling,Rapier|Dagger
Criminal,Fighter,Halfling,Longbow|Shortsword|Shortsword
Urchin,Wizard,Elf,Quarterstaff
Entertainer,Bard,Turtle,Sling|Dagger
Outlander,Warlock,Dragonborn,"Crossbow, Light|Dagger"
Noble,Rogue,Elf,Rapier|Shortbow|Dagger
Knight,Fighter,Dragonborn,"Longbow|Shortsword|Shortsword|Crossbow, Light"
Sage,Wizard,Half-Elf,Dagger
Sage,Wizard,Gnome,Dagger
Sailor,Cleric,Firbolg,"Mace|Crossbow, Light"
Entertainer,Ranger,Half-Elf,Quarterstaff|Handaxe|Longbow
Sage,Wizard,Half-Elf,Dagger
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Soldier,Paladin,Warforged,Battleaxe|Javelin
Outlander,Ranger,Dwarf,Handaxe|Handaxe|Longbow
Acolyte,Druid,Halfling,Scimitar
Sailor,Ranger,Half-Elf,Shortsword|Longbow
Entertainer,Bard,Half-Elf,Rapier|Dagger
Urchin,Rogue,Halfling,Rapier|Shortbow|Dagger
Acolyte,Warlock,Human,Dagger
Outlander,Barbarian,Half-Orc,Greataxe|Club|Javelin
Folk Hero,Rogue,Tiefling,Rapier|Shortbow|Dagger
Entertainer,Bard,Half-Orc,Longsword|Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Guild Artisan,Rogue,Gnome,Shortsword|Shortbow|Dagger
Outlander,Ranger,Elf,Shortsword|Longbow
Hermit,Barbarian,Turtle,Greataxe|Handaxe|Javelin
Criminal,Warlock,Tiefling,"Handaxe|Dagger|Crossbow, Light"
Urchin,Warlock,Aasimar,"Mace|Crossbow, Light|Dagger"
Sage,Wizard,Gnome,Dagger
Charlatan,Rogue,Human,Rapier|Shortbow|Dagger
Acolyte,Cleric,Dragonborn,"Mace|Crossbow, Light"
Urchin,Rogue,Halfling,Rapier|Shortbow|Dagger
Charlatan,Sorcerer,Tiefling,Dart|Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Folk Hero,Paladin,Aasimar,Flail|Javelin
Folk Hero,Paladin,Aasimar,Greatsword|Greatsword|Sickle
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Hermit,Paladin,Goliath,Flail|Javelin
Urchin,Paladin,Aasimar,Longsword|Longsword|Javelin
Folk Hero,Warlock,Custom,"Crossbow, Light|Dagger"
Guild Artisan,Fighter,Turtle,"Greatsword|Greatsword|Crossbow, Light"
Acolyte,Cleric,Dwarf,Warhammer
Outlander,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Sage,Wizard,Elf,Quarterstaff
Soldier,Paladin,Human,Warhammer|Javelin
Sage,Warlock,Gnome,Dagger|Light hammer
Soldier,Fighter,Dwarf,War pick|Handaxe
Sage,Monk,Tiefling,Shortsword|Dart|Unarmed Strike
Sailor,Wizard,Gnome,Dagger
Outlander,Paladin,Half-Orc,Blowgun|Battleaxe|Javelin
Hermit,Monk,Aasimar,Dart|Unarmed Strike|Shortsword
Hermit,Wizard,Human,Quarterstaff|Shortsword
Soldier,Fighter,Dwarf,Battleaxe|Handaxe
Noble,Warlock,Dragonborn,"Crossbow, Light|Dagger"
Entertainer,Bard,Half-Elf,Rapier|Dagger
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Charlatan,Ranger,Human,Shortsword|Longbow
Entertainer,Bard,Halfling,Rapier|Dagger
Charlatan,Rogue,Gnome,Rapier|Shortbow|Dagger
Folk Hero,Paladin,Goliath,Battleaxe|Javelin
Entertainer,Bard,Tiefling,Rapier|Dagger
Charlatan,Warlock,Tiefling,"Dagger|Crossbow, Light|Javelin"
Entertainer,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Sailor,Monk,Aasimar,Unarmed Strike|Dart|Unarmed Strike
Knight,Paladin,Human,Whip
Hermit,Druid,Custom,Club
Hermit,Bard,Half-Elf,Dagger
Noble,Warlock,Human,"Crossbow, Light|Dagger"
Criminal,Ranger,Human,Shortsword|Longbow
Guild Merchant,Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Soldier,Paladin,Human,Warhammer|Javelin
Folk Hero,Bard,Aasimar,Quarterstaff|Dagger
Urchin,Cleric,Elf,Shortbow|Dagger
Criminal,Fighter,Goliath,"Longsword|Crossbow, Light"
Entertainer,Bard,Tiefling,Rapier|Dagger
Noble,Cleric,Elf,"Mace|Crossbow, Light"
Soldier,Paladin,Dwarf,Battleaxe|Light hammer
Hermit,Druid,Half-Elf,Sling|Scimitar
Criminal,Rogue,Elf,Longbow|Rapier|Dagger|Dagger
Outlander,Sorcerer,Dragonborn,Quarterstaff|Dagger
Criminal,Rogue,Tabaxi,Rapier|Shortbow|Dagger
Noble,Wizard,Elf,Shortsword
Guild Artisan,Cleric,Elf,Handaxe|Warhammer
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Entertainer,Sorcerer,Halfling,"Crossbow, Light|Dagger"
Soldier,Ranger,Human,Dagger|Handaxe|Longbow
Soldier,Cleric,Dwarf,Warhammer|Handaxe
Criminal,Rogue,Human,Shortsword|Shortbow|Dagger
Urchin,Rogue,Human,Shortsword|Shortbow|Dagger
Hermit,Cleric,Dwarf,Mace
Soldier,Fighter,Human,Greataxe|Handaxe
Entertainer,Bard,Human,Rapier|Dagger
Criminal,Rogue,Aasimar,Rapier|Shortbow|Dagger
Sage,Wizard,Human,Quarterstaff
Criminal,Sorcerer,Half-Elf,"Dagger|Crossbow, Light"
Criminal,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Acolyte,Cleric,Dwarf,Warhammer
Criminal,Rogue,Half-Elf,Shortsword|Shortbow|Dagger
Criminal,Ranger,Elf,Shortsword|Longbow
Criminal,Sorcerer,Dragonborn,Dagger
Entertainer,Bard,Gnome,Rapier|Dagger
Soldier,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Sailor,Cleric,Dragonborn,Mace|Spear
Entertainer,Bard,Half-Elf,Sickle|Dagger
Charlatan,Rogue,Human,Shortsword|Shortsword|Dagger
Urchin,Bard,Aasimar,None
Urchin,Fighter,Human,Longbow|Shortsword|Shortsword|Handaxe
Urchin,Bard,Aasimar,Dagger
Entertainer,Bard,Halfling,Rapier|Dagger
Charlatan,Bard,Tiefling,Dagger
Noble,Wizard,Tiefling,Dagger
Acolyte,Cleric,Dwarf,Warhammer
Folk Hero,Barbarian,Elf,Greataxe|Handaxe|Javelin
Spy,Ranger,Human,Shortsword|Longbow
Entertainer,Bard,Aasimar,Rapier|Dagger
Gladiator,Monk,Tabaxi,Spear|Dart|Unarmed Strike
Outlander,Sorcerer,Halfling,"Crossbow, Light|Dagger"
Pirate,Bard,Tabaxi,Rapier|Dagger
Outlander,Barbarian,Dragonborn,Greataxe|Handaxe|Javelin
Entertainer,Rogue,Gnome,Rapier|Shortbow|Dagger
Noble,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Folk Hero,Paladin,Human,Maul|Light hammer
Folk Hero,Fighter,Dwarf,None
Entertainer,Wizard,Genasi,Dagger
Criminal,Barbarian,Aasimar,Greatsword|Handaxe|Javelin
Acolyte,Paladin,Tiefling,Greatsword|Flail|Javelin
Criminal,Rogue,Tabaxi,Rapier|Shortbow|Dagger
Entertainer,Bard,Firbolg,Longsword|Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Soldier,Paladin,Elf,Trident|Javelin
Criminal,Fighter,Human,"Whip|Crossbow, Light|Rapier"
Sage,Wizard,Human,Quarterstaff
Hermit,Sorcerer,Human,Dagger
Criminal,Bard,Human,None
Sage,Warlock,Dragonborn,"Crossbow, Light|Dagger|Quarterstaff"
Noble,Paladin,Dragonborn,Javelin
Criminal,Fighter,Half-Orc,Maul|Whip|Handaxe
Soldier,Fighter,Aasimar,Longsword|Longsword|Handaxe
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Noble,Fighter,Elf,Longbow|Rapier|Handaxe
Noble,Rogue,Tiefling,Rapier|Shortbow|Dagger
Charlatan,Sorcerer,Tiefling,"Mace|Dagger|Crossbow, Light"
Folk Hero,Paladin,Dragonborn,Trident|Longsword|Javelin
Folk Hero,Fighter,Half-Elf,"Crossbow, Light"
Sailor,Cleric,Dragonborn,Warhammer|Light hammer
Criminal,Rogue,Half-Elf,Shortsword|Shortbow|Dagger
Criminal,Rogue,Half-Elf,Shortsword|Shortbow|Dagger
Sailor,Wizard,Elf,Dagger
Acolyte,Cleric,Human,Mace|Light hammer
Noble,Fighter,Human,Longbow|Longsword|Shortsword
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Sage,Monk,Tabaxi,Shortsword|Dart|Unarmed Strike
Criminal,Ranger,Elf,Dagger|Dagger|Longbow
Acolyte,Monk,Tiefling,Quarterstaff|Dart|Unarmed Strike
Charlatan,Wizard,Gnome,Quarterstaff
Hermit,Druid,Firbolg,Quarterstaff
Criminal,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Sailor,Cleric,Aasimar,Mace|Quarterstaff
Criminal,Rogue,Dwarf,Rapier|Dagger
Charlatan,Rogue,Elf,Rapier|Shortbow|Dagger
Criminal,Warlock,Half-Elf,Spear|Mace|Dagger
Folk Hero,Paladin,Human,Maul
Entertainer,Monk,Human,Unarmed Strike
Hermit,Druid,Firbolg,Quarterstaff|Sling
Charlatan,Sorcerer,Aasimar,Quarterstaff|Dagger
Sailor,Bard,Half-Elf,Rapier|Dagger
Hermit,Warlock,Dragonborn,"Crossbow, Light|Dagger|Quarterstaff"
Sailor,Cleric,Half-Elf,Warhammer
Outlander,Druid,Human,Sling|Quarterstaff
Sailor,Rogue,Human,Dagger|Shortsword
Acolyte,Cleric,Half-Elf,"Mace|Crossbow, Light"
Outlander,Ranger,Aasimar,Shortsword|Longbow|Shortsword
Noble,Fighter,Dragonborn,Greatsword|Handaxe
Hermit,Druid,Dwarf,Quarterstaff|Quarterstaff
Spy,Sorcerer,Tiefling,Quarterstaff|Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Outlander,Druid,Human,Shortbow
Acolyte,Warlock,Half-Elf,Dagger|Dart
Criminal,Barbarian,Tiefling,Greatsword|Handaxe|Javelin
Folk Hero,Ranger,Gnome,"Shortsword|Crossbow, Light"
Charlatan,Fighter,Halfling,Battleaxe|Whip|Handaxe
Pirate,Bard,Elf,Rapier|Dagger
Hermit,Monk,Dragonborn,Quarterstaff|Dart|Unarmed Strike
Criminal,Monk,Dragonborn,Shortsword|Dart|Unarmed Strike
Sage,Wizard,Elf,Dagger
Outlander,Barbarian,Goliath,Greatsword|Handaxe|Javelin
Soldier,Fighter,Human,"Halberd|Shortsword|Crossbow, Light"
Sailor,Bard,Human,Dagger|Dagger
Folk Hero,Ranger,Half-Orc,Shortsword|Longbow
Urchin,Rogue,Halfling,Rapier|Shortbow|Dagger
Noble,Cleric,Human,"Mace|Crossbow, Light"
Acolyte,Cleric,Human,"Warhammer|Crossbow, Light"
Hermit,Sorcerer,Tiefling,Quarterstaff|Dagger
Sailor,Bard,Half-Elf,Rapier|Dagger
Urchin,Barbarian,Human,"Greataxe|Crossbow, Light|Javelin"
Sailor,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Outlander,Druid,Half-Orc,None
Entertainer,Bard,Half-Elf,"Rapier|Dagger|Crossbow, hand"
Criminal,Rogue,Halfling,"Rapier|Crossbow, hand|Dagger|Dagger"
Sailor,Cleric,Human,"Warhammer|Crossbow, Light"
Soldier,Fighter,Dragonborn,Greatsword|Net|Handaxe|Handaxe
Sage,Warlock,Dragonborn,"Crossbow, Light|Dagger"
Noble,Warlock,Tiefling,Handaxe|Dagger
Acolyte,Warlock,Tiefling,Handaxe|Dagger
Guild Artisan,Artificer,Tabaxi,None
Folk Hero,Fighter,Half-Orc,Handaxe
Hermit,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Entertainer,Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Knight,Paladin,Human,Longsword|Javelin
Sage,Cleric,Human,"Mace|Crossbow, Light"
Soldier,Fighter,Goblin,"Scimitar|Scimitar|Handaxe|Crossbow, hand"
Outlander,Fighter,Dragonborn,Longbow|Shortsword|Shortsword|Handaxe
Guild Artisan,Rogue,Gnome,Rapier|Shortbow|Dagger
Criminal,Rogue,Human,Shortsword|Shortbow|Dagger
Soldier,Fighter,Human,Longbow|Battleaxe|Maul|Handaxe
Knight,Paladin,Half-Orc,Flail|Javelin
Sage,Bard,Half-Elf,"Crossbow, Light|Dagger"
Hermit,Fighter,Half-Elf,"Longbow|Crossbow, Light"
Sage,Wizard,Gnome,Dagger
Sage,Warlock,Dragonborn,"Crossbow, Light|Dagger"
Acolyte,Druid,Gnome,Quarterstaff
Criminal,Wizard,Gnome,Dagger
Outlander,Ranger,Tiefling,Quarterstaff|Handaxe|Longbow
Soldier,Fighter,Goblin,Scimitar|Scimitar|Handaxe
Outlander,Paladin,Elf,Glaive|Javelin
Charlatan,Rogue,Gnome,Shortsword|Shortbow|Dagger
Outlander,Ranger,Elf,Shortsword|Shortsword|Longbow
Outlander,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Outlander,Ranger,Tabaxi,Shortsword|Longbow
Hermit,Monk,Dwarf,Shortsword|Dart|Unarmed Strike
Hermit,Monk,Elf,Shortsword|Dart|Unarmed Strike
Acolyte,Cleric,Halfling,Mace
Hermit,Barbarian,Dwarf,None
Knight,Cleric,Half-Elf,Mace
Criminal,Wizard,Gnome,Dagger
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Soldier,Fighter,Human,"Glaive|Crossbow, hand|Handaxe"
Outlander,Ranger,Tabaxi,Dagger|Dagger|Longbow
Hermit,Druid,Firbolg,Spear|Scimitar
Criminal,Sorcerer,Elf,"Quarterstaff|Dagger|Crossbow, Heavy"
Folk Hero,Paladin,Elf,Battleaxe|Javelin
Soldier,Cleric,Elf,Mace|Greatclub
Hermit,Druid,Firbolg,Spear|Scimitar
Criminal,Warlock,Half-Orc,Quarterstaff|Dagger
Guild Artisan,Rogue,Human,"Shortsword|Dagger|Crossbow, Light"
Outlander,Ranger,Human,Shortsword|Longbow
Acolyte,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Acolyte,Cleric,Half-Elf,Mace|Quarterstaff
Folk Hero,Fighter,Dragonborn,Longbow|Longsword|Shortsword|Dagger
Sage,Sorcerer,Genasi,Quarterstaff|Dagger
Sage,Sorcerer,Elf,Dagger
Criminal,Barbarian,Goliath,Greataxe|Unarmed Strike
Folk Hero,Sorcerer,Gnome,Dagger|Quarterstaff
Sage,Wizard,Dwarf,Quarterstaff
Soldier,Fighter,Dwarf,Warhammer
Acolyte,Cleric,Halfling,Mace
Acolyte,Paladin,Aasimar,Greatsword|Javelin
Knight,Paladin,Human,Longsword|Javelin
Criminal,Bard,Half-Elf,"Crossbow, Light|Dagger"
Acolyte,Fighter,Human,None
Hermit,Fighter,Half-Elf,"Longbow|Rapier|Crossbow, Light"
Pirate,Barbarian,Dwarf,Greatsword|Handaxe|Javelin
Soldier,Fighter,Human,Longbow|Glaive|Handaxe
Soldier,Fighter,Warforged,Longsword
Hermit,Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Hermit,Monk,Half-Orc,Unarmed Strike|Dart|Unarmed Strike|Quarterstaff
Outlander,Ranger,Human,Shortsword|Longbow
Urchin,Fighter,Tiefling,Battleaxe|Whip|Handaxe
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Outlander,Monk,Gnome,Quarterstaff|Dart|Unarmed Strike
Outlander,Druid,Elf,Scimitar
Pirate,Bard,Half-Elf,Rapier|Dagger
Urchin,Cleric,Elf,Mace
Outlander,Ranger,Dragonborn,Shortsword|Longbow
Noble,Fighter,Tiefling,"Crossbow, Heavy|Handaxe"
Hermit,Warlock,Tiefling,Quarterstaff|Spear|Dagger
Outlander,Druid,Elf,"Crossbow, Light|Scimitar"
Criminal,Wizard,Elf,Quarterstaff
Soldier,Fighter,Human,"Longsword|Flail|Crossbow, Light"
Folk Hero,Ranger,Elf,Shortsword|Longbow
Hermit,Rogue,Dwarf,Rapier|Shortbow|Dagger
Sailor,Rogue,Gnome,Shortsword|Shortbow|Dagger
Sailor,Monk,Human,Shortsword|Dart|Unarmed Strike
Sailor,Fighter,Firbolg,"Scimitar|Crossbow, Light"
Acolyte,Sorcerer,Aasimar,Dagger
Criminal,Bard,Aasimar,Rapier|Dagger
Folk Hero,Warlock,Human,"Crossbow, Light|Dagger"
Charlatan,Warlock,Human,"Crossbow, Light|Dagger"
Entertainer,Ranger,Human,Dagger|Quarterstaff|Longbow
Sailor,Rogue,Gnome,Shortsword|Shortsword|Dagger
Entertainer,Monk,Human,Dagger|Dart|Unarmed Strike
Urchin,Rogue,Human,Rapier|Shortbow|Dagger
Outlander,Rogue,Elf,Shortsword|Shortbow|Dagger
Acolyte,Monk,Goblin,Shortsword|Dart|Unarmed Strike
Criminal,Ranger,Elf,Shortsword|Longbow
Knight,Paladin,Turtle,Maul|Warhammer
Noble,Sorcerer,Gnome,Dagger
Knight,Paladin,Human,Greatsword|Maul|Handaxe
Sailor,Barbarian,Human,Warhammer|Handaxe|Javelin
Noble,Fighter,Human,Rapier|Handaxe
Hermit,Warlock,Dragonborn,Quarterstaff|Club|Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Criminal,Rogue,Elf,Shortsword|Shortsword|Dagger
Criminal,Rogue,Halfling,Rapier|Shortsword|Dagger
Hermit,Druid,Gnome,Quarterstaff|Scimitar
Outlander,Ranger,Elf,Shortsword|Longbow
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Sage,Bard,Human,Dagger|Dagger
Outlander,Fighter,Half-Orc,Greatsword|Handaxe
Sage,Wizard,Gnome,Dagger
Soldier,Fighter,Warforged,"Greatsword|Warhammer|Crossbow, Light"
Gladiator,Fighter,Halfling,"Shortsword|Crossbow, Light"
Entertainer,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Outlander,Monk,Turtle,Quarterstaff|Unarmed Strike
Sage,Sorcerer,Human,"Crossbow, Light|Dagger"
Charlatan,Rogue,Dwarf,"Dagger|Shortsword|Crossbow, Light"
Hermit,Sorcerer,Tiefling,Dagger|Dagger
Knight,Paladin,Dwarf,Longsword|Javelin
Entertainer,Bard,Gnome,Rapier|Dagger
Folk Hero,Cleric,Half-Elf,"Mace|Crossbow, Light"
Sailor,Barbarian,Dragonborn,Greataxe|Handaxe|Javelin
Urchin,Rogue,Dwarf,Rapier|Shortbow|Dagger
Noble,Paladin,Elf,Greatsword|Javelin|Longsword
Outlander,Fighter,Human,Greataxe|Handaxe
Criminal,Bard,Halfling,Longsword|Dagger
Sailor,Druid,Halfling,Scimitar
Guild Artisan,Sorcerer,Elf,"Dagger|Crossbow, hand"
Sailor,Fighter,Human,"Longsword|Handaxe|Crossbow, Light"
Sage,Ranger,Halfling,Quarterstaff|Longbow|Dagger
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Outlander,Barbarian,Half-Orc,Longsword|Handaxe|Javelin
Acolyte,Paladin,Half-Elf,Longsword|Light hammer
Charlatan,Sorcerer,Dragonborn,Quarterstaff|Dagger
Sage,Cleric,Elf,"Mace|Crossbow, Light"
Noble,Bard,Aasimar,Rapier|Dagger
Acolyte,Barbarian,Turtle,Greataxe|Handaxe|Javelin
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Urchin,Rogue,Human,Rapier|Shortbow|Dagger
Urchin,Bard,Half-Elf,Rapier|Dagger
Soldier,Fighter,Human,"Battleaxe|Crossbow, Light"
Hermit,Druid,Firbolg,Scimitar
Entertainer,Bard,Gnome,Rapier|Dagger
Charlatan,Ranger,Half-Elf,Shortsword|Longbow
Charlatan,Warlock,Tiefling,Dagger
Criminal,Rogue,Human,Shortsword|Shortbow|Dagger
Folk Hero,Ranger,Turtle,Shortsword|Longbow
Criminal,Sorcerer,Elf,Quarterstaff|Dagger
Outlander,Druid,Halfling,Scimitar
Sage,Cleric,Turtle,Warhammer
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
